,Campaign,Campaign ID,Campaign Start Date,Campaign End Date,Line Item,Line Item ID,Line Item End Date,Line Item Start Date,Cost,Impressions,Clicks
1772,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 1,2775229,2017-05-03,2017-01-23,46742.189736,665178,2456
1773,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 2,2775237,2017-05-03,2017-01-23,45877.296929,800920,2346
1774,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 3,2536053,2017-05-03,2017-01-23,39877.989717,473114,1228
1775,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 4,2643913,2017-05-03,2017-01-23,103730.091972,1263118,2038
1776,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 5,2643948,2017-05-03,2017-01-23,34096.159325,414976,607
1777,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 6,2536330,2017-05-03,2017-01-23,89879.975271,1195371,4467
1778,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 7,2536052,2017-05-03,2017-01-23,49896.20823,621467,1107
1779,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 8,2536410,2017-05-03,2017-01-23,16418.280504,224765,315
1780,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 9,2536353,2017-05-07,2017-01-23,67369.396647,1076469,2466
1781,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 10,2536051,2017-05-07,2017-01-23,38859.127277,881224,6313
1782,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 11,2536133,2017-05-07,2017-01-23,26763.819307,846895,4028
1783,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 12,2536050,2017-05-03,2017-01-23,1381.637445,29368,313
1784,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 13,2536049,2017-05-03,2017-01-23,1314.165647,26738,235
1785,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 14,2536048,2017-05-03,2017-01-23,6815.310842,136901,580
1786,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 15,2536046,2017-05-02,2017-01-23,1978.477282,40848,281
1787,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 16,2536045,2017-05-02,2017-01-23,2786.187343,38803,421
1788,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 17,2536044,2017-05-02,2017-01-23,969.516172,19622,157
1789,Campaign 231,759279,2017-01-23,2017-05-07,Line Item 18,2536043,2017-05-02,2017-01-23,1454.269544,30276,194
1790,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 1,2812303,2017-08-31,2017-05-08,94858.893077,1334962,6946
1791,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 2,2812302,2017-08-31,2017-05-08,94858.491075,1584120,6887
1792,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 3,2812299,2017-08-31,2017-05-08,29301.956937,348225,560
1793,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 4,2812297,2017-08-31,2017-05-08,95721.953664,1104889,3974
1794,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 5,2812293,2017-08-31,2017-05-08,21553.934633,253658,359
1795,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 6,2812296,2017-08-31,2017-05-08,71385.41494,933090,3441
1796,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 7,2812295,2017-08-31,2017-05-08,21943.16468,261816,434
1797,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 8,2812292,2017-08-31,2017-05-08,18284.382024,220726,390
1798,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 9,2812291,2017-08-31,2017-05-08,95647.35957,1456454,4789
1799,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 10,2812290,2017-08-31,2017-05-08,134073.28332,7877838,27587
1800,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 11,2812289,2017-08-31,2017-05-08,133392.741798,3545501,19913
1801,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 12,2812287,2017-08-31,2017-05-08,2360.128427,49576,282
1802,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 13,2812286,2017-08-31,2017-05-08,1862.852307,36743,182
1803,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 14,2812284,2017-08-31,2017-05-08,4366.565977,85295,265
1804,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 15,2812283,2017-08-31,2017-05-08,2920.837935,48431,292
1805,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 16,2812282,2017-08-31,2017-05-08,7435.71667,116514,953
1806,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 17,2812281,2017-08-31,2017-05-08,1561.574602,30740,143
1807,Campaign 232,893479,2017-05-08,2017-08-31,Line Item 18,2812280,2017-08-31,2017-05-08,2906.257635,49897,297
1808,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 1,3425786,2017-12-31,2017-12-18,42587.295977,837584,995
1809,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 2,3095389,2017-12-31,2017-09-01,67026.596639,1023322,4028
1810,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 3,3095388,2017-12-31,2017-09-01,67029.279512,973999,3765
1811,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 4,3276280,2017-12-31,2017-10-30,97431.557672,1515421,1323
1812,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 5,3095387,2017-12-31,2017-09-01,5289.192321,66547,94
1813,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 6,3095386,2017-12-31,2017-09-01,27964.176402,346249,797
1814,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 7,3095383,2017-12-31,2017-09-01,51972.905362,641526,1856
1815,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 8,3095385,2017-12-31,2017-09-01,115079.681076,1574676,5582
1816,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 9,3095384,2017-12-31,2017-09-01,32769.329655,427463,854
1817,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 10,3095381,2017-12-31,2017-09-01,67055.041707,769782,1096
1818,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 11,3095380,2017-12-31,2017-09-01,144198.010867,2218845,8360
1819,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 12,3095378,2017-12-31,2017-09-01,115117.101633,5992134,25018
1820,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 13,3095376,2017-12-31,2017-09-01,115100.75855,3970340,16701
1821,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 14,3095375,2017-12-31,2017-09-01,4219.252764,59256,308
1822,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 15,3095373,2017-12-31,2017-09-01,2284.748673,31577,147
1823,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 16,3098847,2017-12-31,2017-09-01,6935.667196,99116,718
1824,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 17,3095372,2017-12-31,2017-09-01,21939.973393,330169,842
1825,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 18,3095371,2017-12-31,2017-09-01,3773.361803,53628,363
1826,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 19,3098836,2017-12-31,2017-09-01,7904.401429,123596,815
1827,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 20,3095369,2017-12-31,2017-09-01,9808.649318,154194,483
1828,Campaign 233,1011901,2017-09-01,2017-12-31,Line Item 21,3095368,2017-12-31,2017-09-01,2841.146336,40645,211
1829,Campaign 234,610038,2016-06-13,2016-07-17,Line Item 1,2107676,2016-07-17,2016-06-15,0.0,0,4
1830,Campaign 235,932802,2017-06-19,2017-08-27,Line Item 1,2923669,2017-08-27,2017-06-19,50593.315247,1168921,1410
1831,Campaign 235,932802,2017-06-19,2017-08-27,Line Item 2,2923596,2017-08-27,2017-06-19,41304.324027,516453,807
1832,Campaign 235,932802,2017-06-19,2017-08-27,Line Item 3,2923594,2017-08-27,2017-06-19,52919.103849,940713,1744
1833,Campaign 235,932802,2017-06-19,2017-08-27,Line Item 4,2923591,2017-08-27,2017-06-19,59766.704116,1123336,4573
1834,Campaign 235,932802,2017-06-19,2017-08-27,Line Item 5,2923588,2017-08-27,2017-06-19,2672.668952,52911,109
1835,Campaign 236,1019995,2017-09-08,2017-12-31,Line Item 1,3121594,2017-12-31,2017-09-08,126864.009327,1800089,7944
1836,Campaign 236,1019995,2017-09-08,2017-12-31,Line Item 2,3121591,2017-12-31,2017-09-08,79864.81976,1035087,1824
1837,Campaign 236,1019995,2017-09-08,2017-12-31,Line Item 3,3121573,2017-12-31,2017-09-08,114861.638081,1820654,4011
1838,Campaign 236,1019995,2017-09-08,2017-12-31,Line Item 4,3276179,2017-12-31,2017-10-30,7960.067164,115500,446
1839,Campaign 236,1019995,2017-09-08,2017-12-31,Line Item 5,3425529,2017-12-31,2017-12-18,27865.908307,437544,1627
1840,Campaign 236,1019995,2017-09-08,2017-12-31,Line Item 6,3121572,2017-12-31,2017-09-08,117862.813166,1399459,8177
1841,Campaign 236,1019995,2017-09-08,2017-12-31,Line Item 7,3121571,2017-12-31,2017-09-08,25757.21339,400905,1201
1842,Campaign 237,699227,2016-10-03,2016-12-25,Line Item 1,2298153,2016-12-18,2016-10-03,0.0,0,0
1843,Campaign 237,699227,2016-10-03,2016-12-25,Line Item 2,2298134,2016-12-18,2016-10-03,0.0,0,1
1844,Campaign 237,699227,2016-10-03,2016-12-25,Line Item 3,2298034,2016-12-18,2016-10-03,0.0,0,0
1845,Campaign 237,699227,2016-10-03,2016-12-25,Line Item 4,2459774,2016-12-25,2016-10-03,0.0,0,2
1846,Campaign 237,699227,2016-10-03,2016-12-25,Line Item 5,2298051,2016-12-18,2016-10-03,0.0,0,0
1847,Campaign 237,699227,2016-10-03,2016-12-25,Line Item 6,2297288,2016-12-25,2016-10-03,0.0,0,0
1848,Campaign 237,699227,2016-10-03,2016-12-25,Line Item 7,2296926,2016-12-18,2016-10-03,0.0,0,0
1849,Campaign 238,895219,2017-05-08,2017-08-21,Line Item 1,2818683,2017-08-20,2017-05-08,80871.691844,1763320,4304
1850,Campaign 238,895219,2017-05-08,2017-08-21,Line Item 2,2818682,2017-08-20,2017-05-08,60651.443512,1247381,4239
1851,Campaign 238,895219,2017-05-08,2017-08-21,Line Item 3,2818681,2017-08-20,2017-05-08,81864.025789,1689114,5340
1852,Campaign 238,895219,2017-05-08,2017-08-21,Line Item 4,2819545,2017-08-20,2017-05-08,10459.723943,124080,354
1853,Campaign 238,895219,2017-05-08,2017-08-21,Line Item 5,2818679,2017-08-21,2017-05-08,84858.790609,2771662,10231
1854,Campaign 238,895219,2017-05-08,2017-08-21,Line Item 6,2818676,2017-08-20,2017-05-08,66873.657156,2105095,9519
1855,Campaign 238,895219,2017-05-08,2017-08-21,Line Item 7,2818675,2017-08-20,2017-05-08,24074.414426,436516,1691
1856,Campaign 239,759254,2017-01-12,2017-05-07,Line Item 1,2519892,2017-05-07,2017-01-12,98877.655961,2530950,5742
1857,Campaign 239,759254,2017-01-12,2017-05-07,Line Item 2,2519891,2017-05-07,2017-01-12,80878.448127,2012646,6822
1858,Campaign 239,759254,2017-01-12,2017-05-07,Line Item 3,2519890,2017-05-07,2017-01-12,90878.398208,2286693,7404
1859,Campaign 239,759254,2017-01-12,2017-05-07,Line Item 4,2519889,2017-05-07,2017-01-12,84878.293537,2594758,11071
1860,Campaign 239,759254,2017-01-12,2017-05-07,Line Item 5,2519888,2017-05-07,2017-01-12,47930.445096,2329372,8472
1861,Campaign 239,759254,2017-01-12,2017-05-07,Line Item 6,2519887,2017-05-02,2017-01-12,1179.904424,21919,202
1862,Campaign 239,759254,2017-01-12,2017-05-07,Line Item 7,2519884,2017-05-07,2017-01-12,12438.883122,172834,2108
1863,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 1,3166522,2017-12-31,2017-09-26,33411.917004,510081,1388
1864,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 2,3166514,2017-12-31,2017-09-26,43014.237998,649283,3021
1865,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 3,3166509,2017-12-31,2017-09-26,43011.713687,651530,3244
1866,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 4,3166507,2017-12-31,2017-09-26,51590.343584,682830,2986
1867,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 5,3166506,2017-12-31,2017-09-26,23274.78754,277340,1236
1868,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 6,3166534,2017-12-31,2017-09-26,51371.992766,722520,3044
1869,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 7,3166503,2017-12-31,2017-09-26,68768.73845,1116450,5113
1870,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 8,3166502,2017-12-31,2017-09-26,68930.198999,1655462,7382
1871,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 9,3166487,2017-12-31,2017-09-26,69082.872925,1553988,7487
1872,Campaign 240,1035231,2017-09-26,2017-12-31,Line Item 10,3166486,2017-12-31,2017-09-26,23714.272538,386736,1284
1873,Campaign 241,439383,2015-10-26,2015-11-26,Line Item 1,1690864,2015-11-26,2015-10-26,0.0,0,7
1874,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 1,3063726,2017-09-17,2017-08-21,23340.304291,397733,989
1875,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 2,3063717,2017-09-17,2017-08-21,36272.530348,797979,2456
1876,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 3,3063728,2017-09-17,2017-08-21,22341.635653,452063,1592
1877,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 4,3063721,2017-09-17,2017-08-21,37838.54984,515685,1866
1878,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 5,3063715,2017-09-17,2017-08-21,1715.939148,21066,53
1879,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 6,3063720,2017-09-17,2017-08-21,42651.778463,849706,2568
1880,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 7,3063711,2017-09-17,2017-08-21,56529.624791,928803,3203
1881,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 8,3064085,2017-09-17,2017-08-21,47480.813029,1405405,4820
1882,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 9,3063729,2017-09-17,2017-08-21,47464.631708,1125116,5884
1883,Campaign 242,995721,2017-08-21,2017-09-17,Line Item 10,3063730,2017-09-17,2017-08-21,12507.583977,248980,619
1884,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 1,2902316,2017-07-31,2017-06-08,56780.873579,1267449,1621
1885,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 2,2904350,2017-07-31,2017-06-08,56749.28148,939108,3611
1886,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 3,2904370,2017-07-31,2017-06-08,56731.727899,1069290,1406
1887,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 4,2904365,2017-07-31,2017-06-08,56723.028115,1068822,1403
1888,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 5,2904374,2017-07-31,2017-06-08,56714.860445,1068675,1442
1889,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 6,2902980,2017-07-31,2017-06-08,7092.50029,144969,253
1890,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 7,2902911,2017-07-31,2017-06-08,18148.074834,206105,593
1891,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 8,2902328,2017-07-31,2017-06-08,58017.162132,1290382,1632
1892,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 9,2904342,2017-07-31,2017-06-08,56764.196464,876123,3709
1893,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 10,2899667,2017-07-31,2017-06-08,56744.06453,829744,3888
1894,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 11,2904560,2017-07-31,2017-06-08,11299.030405,221544,595
1895,Campaign 243,924383,2017-06-08,2017-08-06,Line Item 12,2904675,2017-07-31,2017-06-08,9814.693748,181158,635
1896,Campaign 244,1188998,2017-12-21,2017-12-30,Line Item 1,3444224,2017-12-30,2017-12-22,408.896429,6364,17
1897,Campaign 244,1188998,2017-12-21,2017-12-30,Line Item 2,3442088,2017-12-30,2017-12-21,35124.519367,613766,1196
1898,Campaign 244,1188998,2017-12-21,2017-12-30,Line Item 3,3442131,2017-12-30,2017-12-21,38033.517104,626777,847
1899,Campaign 244,1188998,2017-12-21,2017-12-30,Line Item 4,3442087,2017-12-30,2017-12-21,41274.712736,749296,1307
1900,Campaign 244,1188998,2017-12-21,2017-12-30,Line Item 5,3443007,2017-12-30,2017-12-21,26845.862364,448071,1529
1901,Campaign 245,905605,2017-05-23,2017-06-02,Line Item 1,2853956,2017-06-02,2017-05-23,28372.976596,271638,212
1902,Campaign 245,905605,2017-05-23,2017-06-02,Line Item 2,2853874,2017-06-02,2017-05-23,39000.264305,1061254,621
1903,Campaign 245,905605,2017-05-23,2017-06-02,Line Item 3,2857594,2017-06-02,2017-05-23,34873.140307,909544,699
1904,Campaign 245,905605,2017-05-23,2017-06-02,Line Item 4,2853899,2017-06-02,2017-05-23,15596.771181,201849,301
1905,Campaign 245,905605,2017-05-23,2017-06-02,Line Item 5,2853920,2017-06-02,2017-05-23,15920.025244,211011,320
1906,Campaign 245,905605,2017-05-23,2017-06-02,Line Item 6,2858676,2017-06-02,2017-05-23,2686.534896,65107,95
1907,Campaign 246,969258,2017-07-31,2017-09-30,Line Item 1,3019870,2017-09-30,2017-07-31,24037.415132,233459,102
1908,Campaign 246,969258,2017-07-31,2017-09-30,Line Item 2,3104728,2017-09-30,2017-09-01,19899.765735,453882,304
1909,Campaign 246,969258,2017-07-31,2017-09-30,Line Item 3,3019869,2017-09-30,2017-07-31,49204.084978,745618,1131
1910,Campaign 246,969258,2017-07-31,2017-09-30,Line Item 4,3019868,2017-09-30,2017-07-31,49872.483841,832525,1728
1911,Campaign 246,969258,2017-07-31,2017-09-30,Line Item 5,3019866,2017-09-30,2017-07-31,31423.930923,407085,1188
1912,Campaign 246,969258,2017-07-31,2017-09-30,Line Item 6,3022719,2017-09-30,2017-07-31,9950.186634,171644,168
1913,Campaign 246,969258,2017-07-31,2017-09-30,Line Item 7,3019865,2017-09-30,2017-07-31,6557.297343,118555,190
1914,Campaign 247,1154563,2017-11-27,2018-01-14,Line Item 1,3324188,2018-01-14,2017-11-27,50520.845795,554859,1980
1915,Campaign 247,1154563,2017-11-27,2018-01-14,Line Item 2,3324186,2018-01-14,2017-11-27,97819.126714,1744116,1136
1916,Campaign 247,1154563,2017-11-27,2018-01-14,Line Item 3,3324185,2018-01-14,2017-11-27,71624.792498,843662,1721
1917,Campaign 247,1154563,2017-11-27,2018-01-14,Line Item 4,3324184,2018-01-14,2017-11-27,86429.680917,1044441,2437
1918,Campaign 247,1154563,2017-11-27,2018-01-14,Line Item 5,3324236,2018-01-14,2017-11-27,89941.40637,1252436,1238
1919,Campaign 247,1154563,2017-11-27,2018-01-14,Line Item 6,3324183,2018-01-14,2017-11-27,16513.981887,214256,311
1920,Campaign 247,1154563,2017-11-27,2018-01-14,Line Item 7,3324181,2018-01-14,2017-11-27,4919.658828,61862,94
1921,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 1,3102731,2017-11-26,2017-09-05,33707.759644,469318,1535
1922,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 2,3102726,2017-11-26,2017-09-05,29815.284289,311123,2715
1923,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 3,3102725,2017-11-26,2017-09-05,19612.343194,203204,727
1924,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 4,3233818,2017-11-26,2017-10-16,10429.722128,173193,459
1925,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 5,3102724,2017-11-26,2017-09-05,55045.58019,1268030,2902
1926,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 6,3102723,2017-11-26,2017-09-05,22210.007157,243647,1811
1927,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 7,3102719,2017-11-26,2017-09-05,24344.160449,372145,1928
1928,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 8,3102718,2017-11-26,2017-09-05,34121.034756,347164,2979
1929,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 9,3102734,2017-11-26,2017-09-05,9855.982676,168903,817
1930,Campaign 248,1014139,2017-09-05,2017-11-26,Line Item 10,3102716,2017-11-26,2017-09-05,4809.581985,84818,282
1931,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 1,2862379,2017-07-30,2017-05-23,13.317634,126,2
1932,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 2,2862320,2017-07-30,2017-05-23,8760.982996,85324,38
1933,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 3,2861494,2017-07-30,2017-05-23,143692.85172,1455833,3950
1934,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 4,2862305,2017-07-30,2017-05-23,140127.070294,1684160,3069
1935,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 5,2911295,2017-07-30,2017-05-23,9750.312387,222637,132
1936,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 6,2862400,2017-07-30,2017-05-23,118779.386402,1927943,4145
1937,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 7,2862286,2017-07-30,2017-05-23,15659.524004,323369,167
1938,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 8,2862261,2017-07-30,2017-05-23,129899.099689,1323502,4844
1939,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 9,2862424,2017-07-30,2017-05-23,4431.791404,92101,124
1940,Campaign 249,909872,2017-05-23,2017-07-30,Line Item 10,2862415,2017-07-30,2017-05-23,16764.500571,321863,579
1941,Campaign 250,1031828,2017-09-27,2017-12-31,Line Item 1,3156785,2017-12-31,2017-09-27,64724.062955,702991,3566
1942,Campaign 250,1031828,2017-09-27,2017-12-31,Line Item 2,3156784,2017-12-31,2017-09-27,64110.006776,794109,1650
1943,Campaign 250,1031828,2017-09-27,2017-12-31,Line Item 3,3156783,2017-12-31,2017-09-27,16632.875196,322999,260
1944,Campaign 250,1031828,2017-09-27,2017-12-31,Line Item 4,3156782,2017-12-31,2017-09-27,34561.480305,488111,1616
1945,Campaign 250,1031828,2017-09-27,2017-12-31,Line Item 5,3156781,2017-12-31,2017-09-27,64543.704841,900060,4587
1946,Campaign 250,1031828,2017-09-27,2017-12-31,Line Item 6,3156779,2017-12-31,2017-09-27,64914.970602,678996,4581
1947,Campaign 250,1031828,2017-09-27,2017-12-31,Line Item 7,3156778,2017-12-31,2017-09-27,14848.315121,197707,498
1948,Campaign 250,1031828,2017-09-27,2017-12-31,Line Item 8,3156776,2017-12-31,2017-09-27,9059.492141,127563,216
1949,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 1,2656262,2017-05-17,2017-03-21,36374.46327,440946,1999
1950,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 2,2659903,2017-05-17,2017-03-21,16915.302432,164739,132
1951,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 3,2659878,2017-05-17,2017-03-21,28267.551346,507174,918
1952,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 4,2659666,2017-05-17,2017-03-21,33180.347767,355638,1386
1953,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 5,2656215,2017-05-17,2017-03-21,36374.746027,380200,2376
1954,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 6,2795393,2017-05-17,2017-03-21,25374.021025,390763,805
1955,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 7,2840384,2017-05-17,2017-05-16,2789.205178,32419,100
1956,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 8,2659922,2017-05-17,2017-03-21,41398.710777,576856,1991
1957,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 9,2659939,2017-05-17,2017-03-21,17903.101068,992625,649
1958,Campaign 251,855902,2017-03-21,2017-05-17,Line Item 10,2659908,2017-05-17,2017-03-21,7658.372048,120059,493
1959,Campaign 252,777893,2017-01-09,2017-03-17,Line Item 1,2514628,2017-03-17,2017-01-09,70881.905312,1216970,2694
1960,Campaign 252,777893,2017-01-09,2017-03-17,Line Item 2,2618605,2017-03-17,2017-01-09,38384.826197,759299,675
1961,Campaign 252,777893,2017-01-09,2017-03-17,Line Item 3,2516678,2017-03-17,2017-01-09,44278.349358,529906,941
1962,Campaign 252,777893,2017-01-09,2017-03-17,Line Item 4,2514440,2017-03-17,2017-01-09,62883.93007,669772,2078
1963,Campaign 252,777893,2017-01-09,2017-03-17,Line Item 5,2516612,2017-03-17,2017-01-09,49381.813563,1073313,1305
1964,Campaign 252,777893,2017-01-09,2017-03-17,Line Item 6,2593708,2017-03-17,2017-01-09,18933.959212,749479,304
1965,Campaign 252,777893,2017-01-09,2017-03-17,Line Item 7,2527804,2017-03-17,2017-01-09,7960.174585,135090,217
1966,Campaign 253,780934,2017-01-16,2017-03-05,Line Item 1,2524184,2017-03-03,2017-01-16,224887.75138,3787891,6486
1967,Campaign 254,442040,2015-09-07,2015-10-22,Line Item 1,1612196,2015-10-22,2015-09-07,0.0,0,3
1968,Campaign 254,442040,2015-09-07,2015-10-22,Line Item 2,1642438,2015-10-18,2015-09-24,0.0,0,8
1969,Campaign 255,1160512,2017-11-20,2017-12-10,Line Item 1,3345622,2017-11-26,2017-11-21,149.84713,1378,5
1970,Campaign 255,1160512,2017-11-20,2017-12-10,Line Item 2,3345621,2017-11-26,2017-11-21,158.256427,1782,6
1971,Campaign 255,1160512,2017-11-20,2017-12-10,Line Item 3,3345620,2017-11-26,2017-11-21,169.553149,2209,4
1972,Campaign 255,1160512,2017-11-20,2017-12-10,Line Item 4,3345618,2017-11-26,2017-11-21,0.0,0,1
1973,Campaign 256,917833,2017-06-06,2017-06-13,Line Item 1,2883630,2017-06-13,2017-06-06,45610.317565,686702,948
1974,Campaign 256,917833,2017-06-06,2017-06-13,Line Item 2,2883649,2017-06-13,2017-06-06,69359.603561,2549074,2777
1975,Campaign 256,917833,2017-06-06,2017-06-13,Line Item 3,2883632,2017-06-13,2017-06-06,2466.493802,27791,18
1976,Campaign 257,923472,2017-06-12,2017-06-25,Line Item 1,2896839,2017-06-25,2017-06-12,16520.833022,174446,736
1977,Campaign 257,923472,2017-06-12,2017-06-25,Line Item 2,2896837,2017-06-25,2017-06-12,16540.925235,201633,750
1978,Campaign 257,923472,2017-06-12,2017-06-25,Line Item 3,2896835,2017-06-25,2017-06-12,17447.604101,197255,998
1979,Campaign 257,923472,2017-06-12,2017-06-25,Line Item 4,2896832,2017-06-25,2017-06-12,19239.694234,217505,1043
1980,Campaign 257,923472,2017-06-12,2017-06-25,Line Item 5,2896829,2017-06-25,2017-06-12,22302.309356,489435,1539
1981,Campaign 257,923472,2017-06-12,2017-06-25,Line Item 6,2896828,2017-06-25,2017-06-12,11074.407326,180716,826
1982,Campaign 257,923472,2017-06-12,2017-06-25,Line Item 7,2896827,2017-06-25,2017-06-12,16563.293686,211347,732
1983,Campaign 257,923472,2017-06-12,2017-06-25,Line Item 8,2896826,2017-06-25,2017-06-12,28838.687069,627023,2708
1984,Campaign 257,923472,2017-06-12,2017-06-25,Line Item 9,2896824,2017-06-25,2017-06-12,16546.840735,222501,786
1985,Campaign 258,899644,2017-05-15,2017-12-31,Line Item 1,2831216,2017-12-31,2017-05-15,20925.623991,318922,2596
1986,Campaign 258,899644,2017-05-15,2017-12-31,Line Item 2,2831185,2017-12-31,2017-05-15,6368.419485,105861,561
1987,Campaign 258,899644,2017-05-15,2017-12-31,Line Item 3,2831187,2017-12-31,2017-05-15,5516.192826,138034,262
1988,Campaign 258,899644,2017-05-15,2017-12-31,Line Item 4,2831201,2017-12-31,2017-05-15,7301.550422,120585,684
1989,Campaign 258,899644,2017-05-15,2017-12-31,Line Item 5,2831165,2017-12-31,2017-05-15,929.031104,11966,13
